Name,Date,Location/City,State,Category,Distance,Website/Registration Link,Contact Email,Summary
Allyson Whitney Run For Love 5K,05/09/20,Kauneonga Lake,New York,running,5km,https://runsignup.com/Race/NY/KauneongaLake/AllysonWhitneyRunForLove5k,,The Allyson Whitney Run for Love 5k Event is THE EVENT where you run or walk in memory or in honor of YOUR loved one. All Cancers Matter even rare ones.
Bridgehampton Half,05/09/20,Bridgehampton,New York,running,13.1mi,https://capstoneraces.com/hamptons-marathon/register/,,"The Hamptons Marathon and Bridgehampton Half donate net proceeds to local charities, and to date have donated over $750,000 to the local groups including after-school programs in East Hampton and Southampton Hospital."
Bridgehampton Half,05/09/20,Bridgehampton,New York,running,5km,https://capstoneraces.com/hamptons-marathon/register/,,"The Hamptons Marathon and Bridgehampton Half donate net proceeds to local charities, and to date have donated over $750,000 to the local groups including after-school programs in East Hampton and Southampton Hospital."
Gateway to the Finger Lakes 5K,05/09/20,Bath,New York,running,5km,https://runsignup.com/Race/Register/?raceId=53288,,This 5K is a race for all fitness levels. The course is mainly flat with a long slow rise in the middle. Come and enjoy the beautiful scenery of the Finger Lakes Region.
Gateway to the Finger Lakes 5K,05/09/20,Bath,New York,running,1km,https://runsignup.com/Race/Register/?raceId=53288,,This 5K is a race for all fitness levels. The course is mainly flat with a long slow rise in the middle. Come and enjoy the beautiful scenery of the Finger Lakes Region.
Happy Half,05/09/20,Ellicottville,New York,running,13.1mi,https://happyhalfrun.com/register-2/,info@endurancefactor.com,"We want to help put the FUN into running. Sometimes it is not just about the distance, it is how you get there and what you do after the event."
Happy Half,05/09/20,Ellicottville,New York,running,5km,https://happyhalfrun.com/register-2/,info@endurancefactor.com,"We want to help put the FUN into running. Sometimes it is not just about the distance, it is how you get there and what you do after the event."
Healthy Kids Running Series - Dutchess County,05/09/20,Pleasant Valley,New York,running,Kids Run,https://healthykidsrunningseries.org/race-locations/dutchess-county-ny/,hkrsdutchess@gmail.com,"The Healthy Kids Running Series is a five (5) week running program in the spring and fall for kids from Pre-K to 8th grade. Each HKRS Series takes place once a week and offers age appropriate running events including the 50 & 75 yard dashes, the 1/4 mile, the 1/2 mile and the one mile run."
Little Moe 5K,05/09/20,Fayetteville,New York,running,5K trail,https://runsignup.com/Race/Register/?raceId=40497&eventId=318749,,"Kick off Mother's Day Weekend with a family-friendly, pet-friendly walk/run along the beautiful trails at Green Lakes State Park, all to benefit the rescued and endangered animals of The Haven at Skanda. Group discounts for families celebrating Mothers Day as a team!"
Mind The Ducks 12 Hour,05/09/20,Rochester,New York,running,12H,https://runsignup.com/Race/Waitlist?eventId=352791,mtd12hour@gmail.com,"USATF Certified 1.01203 mile paved bike path at the North Ponds Park, Webster, NY. Course is fairly flat with one noticible but runable hump around 0.3 mile of each loop."
Mothers Day Half Marathon,05/09/20,Rockaway Beach,New York,running,13.1mi,https://endurancecui.active.com/new/events/66130753/select-race?e4p=9769c799-9697-4ae4-9985-5a958098b4e9&e4ts=1576900891&e4q=56f382c3-f84b-4543-af91-eb52414e2a01&e4c=active&ltcmp=254301&e4e=snawe00000000&e4h=809172ac872d2ec4626e741d516249eb&regnow=awe-regnow&ltclickid=12_50173865_78fbcf23-13de-457d-b4ae-02415970756c&e4rt=Safetynet&_p=61743932983928,,Half Marathon starts at 8am and 5K starts at 11am on the Boardwalk on Beach 116th Street
Mothers Day Half Marathon,05/09/20,Rockaway Beach,New York,running,5km,https://endurancecui.active.com/new/events/66130753/select-race?e4p=9769c799-9697-4ae4-9985-5a958098b4e9&e4ts=1576900891&e4q=56f382c3-f84b-4543-af91-eb52414e2a01&e4c=active&ltcmp=254301&e4e=snawe00000000&e4h=809172ac872d2ec4626e741d516249eb&regnow=awe-regnow&ltclickid=12_50173865_78fbcf23-13de-457d-b4ae-02415970756c&e4rt=Safetynet&_p=61743932983928,,Half Marathon starts at 8am and 5K starts at 11am on the Boardwalk on Beach 116th Street
Run for Hope,05/09/20,East Islip,New York,running,5km,https://runsignup.com/Race/NY/EastIslip/RunForHope5KLongIsland,ctravers@hfyny.org,"Run, Walk or Volunteer for our annual Run For Hope 5k! This year's Run For Hope will be benefiting Homeless youth on Long Island."
SAS Run Color Fun,05/09/20,Goshen,New York,running,1.5mi,https://runsignup.com/Race/NY/Goshen/SASWalkRunColorFun?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"Our mission is to create a fun event for you and your families to enjoy living a active, fun, and healthy lifestyle while we raise money for our school. Last year we had 364 participants we hope to see you all again along with new faces."
Sri Chinmoy Half Marathon at Flushing Meadows,05/09/20,New York,New York,running,13.1mi,https://endurancecui.active.com/new/events/66812952/select-race?e4p=5e191e59-9e97-47e5-9996-b69d0b973956&e4ts=1578067353&e4q=2f1051af-e5e7-407d-934c-421dbf29f9f6&e4c=active&e4e=snawe00000000&e4h=5fe20cbff86701b6ef593b4ad1b471e6&regnow=awe-regnow&e4rt=Safetynet&_p=7461109325322637,ny@srichinmoyraces.org,"Join us on Saturday, May 9 for our Half-Marathon in Flushing Meadows Park! The course follows a scenic and mostly flat loop through the park. Not up for a Half-Marathon?  Enter the 5K race, or better yet, for a morning of fun, grab some friends and sign up for the Half-Marathon Relay!"
Sri Chinmoy Half Marathon at Flushing Meadows,05/09/20,New York,New York,running,13.1mi relay,https://endurancecui.active.com/new/events/66812952/select-race?e4p=5e191e59-9e97-47e5-9996-b69d0b973956&e4ts=1578067353&e4q=2f1051af-e5e7-407d-934c-421dbf29f9f6&e4c=active&e4e=snawe00000000&e4h=5fe20cbff86701b6ef593b4ad1b471e6&regnow=awe-regnow&e4rt=Safetynet&_p=7461109325322637,ny@srichinmoyraces.org,"Join us on Saturday, May 9 for our Half-Marathon in Flushing Meadows Park! The course follows a scenic and mostly flat loop through the park. Not up for a Half-Marathon?  Enter the 5K race, or better yet, for a morning of fun, grab some friends and sign up for the Half-Marathon Relay!"
Sri Chinmoy Half Marathon at Flushing Meadows,05/09/20,New York,New York,running,5km,https://endurancecui.active.com/new/events/66812952/select-race?e4p=5e191e59-9e97-47e5-9996-b69d0b973956&e4ts=1578067353&e4q=2f1051af-e5e7-407d-934c-421dbf29f9f6&e4c=active&e4e=snawe00000000&e4h=5fe20cbff86701b6ef593b4ad1b471e6&regnow=awe-regnow&e4rt=Safetynet&_p=7461109325322637,ny@srichinmoyraces.org,"Join us on Saturday, May 9 for our Half-Marathon in Flushing Meadows Park! The course follows a scenic and mostly flat loop through the park. Not up for a Half-Marathon?  Enter the 5K race, or better yet, for a morning of fun, grab some friends and sign up for the Half-Marathon Relay!"
Sri Chinmoy Half Marathon at Flushing Meadows,05/09/20,New York,New York,running,Kids Run,https://endurancecui.active.com/new/events/66812952/select-race?e4p=5e191e59-9e97-47e5-9996-b69d0b973956&e4ts=1578067353&e4q=2f1051af-e5e7-407d-934c-421dbf29f9f6&e4c=active&e4e=snawe00000000&e4h=5fe20cbff86701b6ef593b4ad1b471e6&regnow=awe-regnow&e4rt=Safetynet&_p=7461109325322637,ny@srichinmoyraces.org,"Join us on Saturday, May 9 for our Half-Marathon in Flushing Meadows Park! The course follows a scenic and mostly flat loop through the park. Not up for a Half-Marathon?  Enter the 5K race, or better yet, for a morning of fun, grab some friends and sign up for the Half-Marathon Relay!"
Stroll & Roll 5K,05/09/20,Liverpool,New York,running,5km,https://runsignup.com/Race/Register/?raceId=73401&eventId=318788,,"Advocates’ Stroll & Roll 5K Run | Walk will be held on Saturday, May 9th at Willow Bay located in Liverpool, New York. The race will begin at 10:30 a.m. Registration begins at 8:30 at Willow Bay."
Strollin' for the Colon Run/Walk 5K,05/09/20,Pittsford,New York,running,5km,https://sites.google.com/site/strollinforthecolon/home,,
Strollin' for the Colon Run/Walk 5K,05/09/20,Pittsford,New York,running,Kids Run,https://sites.google.com/site/strollinforthecolon/home,,
Summer Smith 5K Addiction Awareness Memorial Run,05/09/20,Guilderland Center,New York,running,5km,https://runsignup.com/Race/Register/?raceId=28433,zanharst@aol.com,Our goal for the Summer Smith 5k Addiction Awareness Memorial Run is to bring attention to the current epidemic of the disease of addiction that is sweeping the country and killing our children. We wish to reduce the stigma associated with this disease and to provide education and awareness regarding addiction while sharing the hope of recovery.
Brooklyn Mother's Day Half,05/10/20,Brooklyn,New York,running,13.1mi,https://endurancecui.active.com/new/events/65861353/select-race?e4p=5d79d7f9-9099-4175-a944-7799dc9fd779&e4ts=1576920013&e4q=61bcdc80-d579-41fc-b9bd-578a24ee78db&e4c=active&e4e=snawe00000000&e4h=b6d23f71e88e31e93d333193f39ea1a7&e4rt=Safetynet&_p=1691999795641561,,"The course consists of 4 loops for the Half, 2 loops for the 10K and 1 loop for the 5K. Every loop is timed live! Start by the Lefrak Ice skating rink and finish by the Greek Shelter/Peristyle."
Brooklyn Mother's Day Half,05/10/20,Brooklyn,New York,running,5km,https://endurancecui.active.com/new/events/65861353/select-race?e4p=5d79d7f9-9099-4175-a944-7799dc9fd779&e4ts=1576920013&e4q=61bcdc80-d579-41fc-b9bd-578a24ee78db&e4c=active&e4e=snawe00000000&e4h=b6d23f71e88e31e93d333193f39ea1a7&e4rt=Safetynet&_p=1691999795641561,,"The course consists of 4 loops for the Half, 2 loops for the 10K and 1 loop for the 5K. Every loop is timed live! Start by the Lefrak Ice skating rink and finish by the Greek Shelter/Peristyle."
Brooklyn Mother's Day Half,05/10/20,Brooklyn,New York,running,10km,https://endurancecui.active.com/new/events/65861353/select-race?e4p=5d79d7f9-9099-4175-a944-7799dc9fd779&e4ts=1576920013&e4q=61bcdc80-d579-41fc-b9bd-578a24ee78db&e4c=active&e4e=snawe00000000&e4h=b6d23f71e88e31e93d333193f39ea1a7&e4rt=Safetynet&_p=1691999795641561,,"The course consists of 4 loops for the Half, 2 loops for the 10K and 1 loop for the 5K. Every loop is timed live! Start by the Lefrak Ice skating rink and finish by the Greek Shelter/Peristyle."
Mother's Day 5K,05/10/20,Yorktown Heights,New York,running,5km,https://runsignup.com/mothersday,bacmac1@gmail.com,"9:00 am start, checkin begins at 7:30 am at FDR Park Parking Lot #1."
Mother's Day 5K,05/10/20,Yorktown Heights,New York,running,2mi,https://runsignup.com/mothersday,bacmac1@gmail.com,"9:00 am start, checkin begins at 7:30 am at FDR Park Parking Lot #1."
Penn Yan Airport Runway 5K,05/10/20,Penn Yan,New York,running,5km,https://pennyan5k.itsyourrace.com/register/,rleppert@senecaflight.com,Proceeds from this race will benefit the New York State Sheriff's Institute Summer Camp on Keuka Lake. This Summer Camp is for economically challenged children who can benefit from positive interaction from deputy Sheriffs.
Pink Ribbon Run,05/10/20,Rochester,New York,running,5km,https://runsignup.com/Race/Register/?raceId=54304,info@bccr.org,"This Mother's Day, start your day with us and help provide free programs for those in our community touched by breast cancer at this two-in-one event!"
Spring Meltdown Mother's Day 5K,05/10/20,Staten Island,New York,running,5km,http://springmeltdownsi.com/,info@springmeltdownsi.com,"Come run/walk the meandering hills consisting of paved paths, light gravel and dirt roads. See the wildlife along the way. As you run or walk the 5K course you will have the satisfaction of knowing that all the proceeds of this event will benefit Staten Island charities and food pantries."
Brooke Jackman Race for Literacy,05/16/20,Oyster Bay,New York,running,5km,https://runsignup.com/Race/Register/?raceId=16909&eventId=348460,info@brookejackmanfoundation.org,"Join us for the 15th Annual Brooke Jackman Race for Literacy to benefit children in need in the New York area. The 5K Run/Walk will be held at Theodore Roosevelt Elementary School in Oyster Bay, NY on Saturday, May 16th at 9:30am."
Champlain Bridge 5K,05/16/20,Crown Point,New York,running,5km,https://racewire.com/register.php?id=10349,momockrin@gmail.com,Packet-pick up and race day registration on the grounds of the British fort ruins within the Crown Point State Historic Site
Charge of the Knights 5K,05/16/20,Williamsville,New York,running,5km,https://chargeoftheknights.com/,,"The Charge of the Knights is an annual community event / fundraiser hosted to help advance the charitable work of Ss. Peter and Paul faith community, including Ss. Peter and Paul PreK-8 School."
Charge of the Knights 5K,05/16/20,Williamsville,New York,running,1mi,https://chargeoftheknights.com/,,"The Charge of the Knights is an annual community event / fundraiser hosted to help advance the charitable work of Ss. Peter and Paul faith community, including Ss. Peter and Paul PreK-8 School."
Cpl. Kyle Schneider Honor & Remember Run 5K,05/16/20,Baldwinsville,New York,running,5km,https://runsignup.com/Race/NY/Baldwinsville/CplKyleSchneiderHONORREMEMBERRUNWALK5K,,"The Cpl. Kyle Schneider Foundation is holding its annual Honor & Remember Run/Walk 5K on Saturday, May 16, 2020. The course provides a scenic experience that all levels of runners/walkers will enjoy, along with the amazing Schneider Hill."
Cpl. Kyle Schneider Honor & Remember Run 5K,05/16/20,Baldwinsville,New York,running,Kids Run,https://runsignup.com/Race/NY/Baldwinsville/CplKyleSchneiderHONORREMEMBERRUNWALK5K,,"The Cpl. Kyle Schneider Foundation is holding its annual Honor & Remember Run/Walk 5K on Saturday, May 16, 2020. The course provides a scenic experience that all levels of runners/walkers will enjoy, along with the amazing Schneider Hill."
Healthy Kids Running Series - Dutchess County,05/16/20,Pleasant Valley,New York,running,Kids Run,https://healthykidsrunningseries.org/race-locations/dutchess-county-ny/,hkrsdutchess@gmail.com,"The Healthy Kids Running Series is a five (5) week running program in the spring and fall for kids from Pre-K to 8th grade. Each HKRS Series takes place once a week and offers age appropriate running events including the 50 & 75 yard dashes, the 1/4 mile, the 1/2 mile and the one mile run."
Macho Trail Run,05/16/20,Woodbury,New York,running,5 mile trail,https://runsignup.com/Race/Register/?raceId=26550,,"The MACHO TRAIL RUN Race 5 miles through the trails in Stillwell Woods Preserve, located in Woodbury, NY. This Race will benefit The MACHO Foundation. Join us and LIVE the MACHO lifestyle by embracing the message encoded in their acronym; MY ACTIONS CAN HELP OTHERS!"
Macho Trail Run,05/16/20,Woodbury,New York,running,Kids Run,https://runsignup.com/Race/Register/?raceId=26550,,"The MACHO TRAIL RUN Race 5 miles through the trails in Stillwell Woods Preserve, located in Woodbury, NY. This Race will benefit The MACHO Foundation. Join us and LIVE the MACHO lifestyle by embracing the message encoded in their acronym; MY ACTIONS CAN HELP OTHERS!"
Sehgahunda Trail Marathon and Relay,05/16/20,Portageville,New York,running,26.3 mile trail,https://runsignup.com/Race/Register/?raceId=5546,,"The course starts at the Mount Morris Dam Visitor Center, and runs along the Finger Lakes Trail, taking in some of the best views Western NY has to offer, eventually winding it's way down to the finish area at the Parade Grounds in Portageville."
Sehgahunda Trail Marathon and Relay,05/16/20,Portageville,New York,running,26.3 mile relay,https://runsignup.com/Race/Register/?raceId=5546,,"The course starts at the Mount Morris Dam Visitor Center, and runs along the Finger Lakes Trail, taking in some of the best views Western NY has to offer, eventually winding it's way down to the finish area at the Parade Grounds in Portageville."
Stayin Alive 5K,05/16/20,Armonk,New York,running,5km,https://stayinalive.org/,stayinalivecharity@gmail.com,"5K begins at 8am with the Fun Run immediately after. Fun Run is .6 mile, 1 lap around Windmill Lake Participants must complete 5K by 9am (Strollers not recommended) Awards Ceremony following the end of Fun Run. Prizes in all race categories. Rain or Shine."
Stayin Alive 5K,05/16/20,Armonk,New York,running,Kids Run,https://stayinalive.org/,stayinalivecharity@gmail.com,"5K begins at 8am with the Fun Run immediately after. Fun Run is .6 mile, 1 lap around Windmill Lake Participants must complete 5K by 9am (Strollers not recommended) Awards Ceremony following the end of Fun Run. Prizes in all race categories. Rain or Shine."
Survival Race - Long Island,05/16/20,Calverton,New York,running,5km,https://adventures.redpodium.com/the-survival-race-2020,,"The Survival Race is designed for fun and although you’re going to be running, jumping, climbing, crawling and working hard, it’s more like exercise in disguise… You’ll be having too much fun to think of the challenge, plus the crowds, which may include your own friends and family, are going to be rooting you on! Come prepared for an adventure and don’t be surprised if you become addicted to this new style of outdoor adventure!"
Thom B Trail Runs,05/16/20,Dryden,New York,running,42K trail,https://www.webscorer.com/register?raceid=205711,joel.cisne@gmail.com,The race takes place within Hammond Hill State Forest and consists of a 13K loop that is run twice for the 26K and three times (plus a baby loop) for the 42K marathon.
Thom B Trail Runs,05/16/20,Dryden,New York,running,26K trail,https://www.webscorer.com/register?raceid=205711,joel.cisne@gmail.com,The race takes place within Hammond Hill State Forest and consists of a 13K loop that is run twice for the 26K and three times (plus a baby loop) for the 42K marathon.
Thom B Trail Runs,05/16/20,Dryden,New York,running,13K trail,https://www.webscorer.com/register?raceid=205711,joel.cisne@gmail.com,The race takes place within Hammond Hill State Forest and consists of a 13K loop that is run twice for the 26K and three times (plus a baby loop) for the 42K marathon.
TugMudDare Adventure Run,05/16/20,Turin,New York,running,5km,https://runsignup.com/Race/Register/?raceId=43106,,"The TugMudDare at Snow Ridge Resort in Turin, NY is the premier Adventure Run in the Tug Hill-Adirondack Region! The 5K course wanders throughout the ski area, across ridge lines, through streams, and up and down hills as it covers roughly 2000 vertical feet."
Walk-N-Roll & 5K for Spina Bifida,05/16/20,Schenectady,New York,running,5km,https://runsignup.com/Race/Register/?raceId=75030,,"This event raises critical funds, increases awareness of Spina Bifida and celebrates the accomplishments of the 166,000 Americans living with Spina Bifida. All proceeds remain local and are used for programs and services for people with Spina Bifida and their families."
ARF 5K Run/ Walk With The Dogs,05/17/20,Beacon,New York,running,5km,https://runsignup.com/Race/Register/?raceId=33746&eventId=351288,,"This 5k Run & Walk With The Dogs is Beacon's only nonprofit sporting event dedicated to saving animals' lives. On this day, animal lovers and athletes of all ages lace up and hit the pavement in support of ARF where 100% of the profits goes to Animal Rescue Foundation, a nonprofit, no kill 501 (c)3 animal rescue and shelter in Beacon, NY."
Donut Dash,05/17/20,Rochester,New York,running,1mi,https://www.rochesterevents.com/lilac-festival/run-sign-up/,,"The Donut Dash is back again in it's 4th Edition! This race is for both the competitive racer and occasional runner/walker, and provides an opportunity for participants of all ages to help benefit Willow Domestic Violence Center while having fun!"
Erie Canal Half,05/17/20,Utica,New York,running,13.1mi,http://www.eriecanalhalf.com/race-information/index.php#register,jstasaitis@boilermaker.com,The main event begins at 8 AM on Whitesboro Street outside of the Adirondack Bank Center.
Erie Canal Half,05/17/20,Utica,New York,running,13.1mi relay,http://www.eriecanalhalf.com/race-information/index.php#register,jstasaitis@boilermaker.com,The main event begins at 8 AM on Whitesboro Street outside of the Adirondack Bank Center.
Erie Canal Half,05/17/20,Utica,New York,running,5km,http://www.eriecanalhalf.com/race-information/index.php#register,jstasaitis@boilermaker.com,The main event begins at 8 AM on Whitesboro Street outside of the Adirondack Bank Center.
Erie Canal Half,05/17/20,Utica,New York,running,Kids Run,http://www.eriecanalhalf.com/race-information/index.php#register,jstasaitis@boilermaker.com,The main event begins at 8 AM on Whitesboro Street outside of the Adirondack Bank Center.
Great Sacandaga Half Marathon,05/17/20,Northville,New York,running,13.1mi,https://runsignup.com/Race/Register/?raceId=81830&eventId=349215,,"The race begins in front of the fire station on South Main Street at 9:00AM on May 17, 2020 in the Village of Northville, NY, and proceeds west out of the Village and south through the historic Sacandaga Park on Rte 152 with it’s towering pine trees."
Healthy Kids Running Series - Bronx,05/17/20,Bronx,New York,running,Kid's run,https://runsignup.com/hkrsbronx,hkrsbronx@gmail.com,"The Healthy Kids Running Series is a five (5) week running program in the spring and fall for kids from Pre-K to 8th grade. Each HKRS Series takes place once a week and offers age appropriate running events including the 50 & 75 yard dashes, the 1/4 mile, the 1/2 mile and the one mile run."
Lilac Run,05/17/20,Rochester,New York,running,5km,https://runsignup.com/Race/Register/?raceId=14424,,"Regardless of your skill level, this race will restore your faith in Mother Nature and re-invigorate your workouts for the summer season ahead. The famous lilac gardens of Highland Park, also the backdrop for the event’s after-party, mark the beginning and end of the races."
Lilac Run,05/17/20,Rochester,New York,running,10km,https://runsignup.com/Race/Register/?raceId=14424,,"Regardless of your skill level, this race will restore your faith in Mother Nature and re-invigorate your workouts for the summer season ahead. The famous lilac gardens of Highland Park, also the backdrop for the event’s after-party, mark the beginning and end of the races."
Lilac Run,05/17/20,Rochester,New York,running,1mi,https://runsignup.com/Race/Register/?raceId=14424,,"Regardless of your skill level, this race will restore your faith in Mother Nature and re-invigorate your workouts for the summer season ahead. The famous lilac gardens of Highland Park, also the backdrop for the event’s after-party, mark the beginning and end of the races."
NY Donut Chase 5K,05/17/20,Yorktown Heights,New York,running,5km,https://runsignup.com/Race/Register/?raceId=83942,,"Join us for the Donut Chase 5K and 1 miler. Our 5K course that will bring you to beautiful FDR Park. The 5K is scenic, fun course but there are a few hills to contend with but the promise of donuts will bring you there."
NY Donut Chase 5K,05/17/20,Yorktown Heights,New York,running,1mi,https://runsignup.com/Race/Register/?raceId=83942,,"Join us for the Donut Chase 5K and 1 miler. Our 5K course that will bring you to beautiful FDR Park. The 5K is scenic, fun course but there are a few hills to contend with but the promise of donuts will bring you there."
NYCRUNS Summer Loving 5K/10K,05/17/20,New York,New York,running,10km,https://nycruns.com/register-race/?race=nycruns-summer-loving,theteam@nycruns.com,A whirlwind tour of Governors with amazing views! The 5K is one loop and the 10K is two loops.
NYCRUNS Summer Loving 5K/10K,05/17/20,New York,New York,running,5km,https://nycruns.com/register-race/?race=nycruns-summer-loving,theteam@nycruns.com,A whirlwind tour of Governors with amazing views! The 5K is one loop and the 10K is two loops.
Dogwood 5K,05/18/20,Dansville,New York,running,,https://runsignup.com/Race/NY/Dansville/Dogwood5k,,
Corporate FunRun Long Island,06/02/20,Central Islip,New York,running,5km,https://corporatefunrun.com/event/long-island-5k-bethpage-ballpark-central-islip/,brucep@corporatefunrun.com,"Starting on Courthouse drive outside of the stadium, the flat & fast course takes participants through the surrounding neighborhood and then concludes inside the stadium via the left field wall for a lap around the warning track and a fabulous finish by rightfield bullpen."
The Big Run 5K,06/03/20,Rochester,New York,running,5km,http://yellowjacketracing.com/races/run585-the-big-run-5k,,"On June 3, all Fleet Feet locations will participate in the The Big Run, a nationwide event coinciding with Global Running Day."
Mendon Mauler Trail Race,06/05/20,Mendon,New York,running,8 mile trail run,https://runsignup.com/Race/Register/?raceId=6398&eventId=363102,,"The course is a 4 mile loop. As this is a true trail run, no spikes are allowed. Trail shoes are recommended, but not necessary. While the course will have at least one water stop, there will be no cups so we require that you carry a water bottle with you."
Mendon Mauler Trail Race,06/05/20,Mendon,New York,running,4 mile trail run,https://runsignup.com/Race/Register/?raceId=6398&eventId=363102,,"The course is a 4 mile loop. As this is a true trail run, no spikes are allowed. Trail shoes are recommended, but not necessary. While the course will have at least one water stop, there will be no cups so we require that you carry a water bottle with you."
ALS 12 Hour Trail Race,06/06/20,Spencerport,New York,running,12h trail run,https://ultrasignup.com/register.aspx?did=72505,,"The race, like in the past years, is to raise awareness for ALS and money for ALS research. The race is a 12 hour, loop race, through the trails of Northampton park."
ALS 12 Hour Trail Race,06/06/20,Spencerport,New York,running,12h relay,https://ultrasignup.com/register.aspx?did=72505,,"The race, like in the past years, is to raise awareness for ALS and money for ALS research. The race is a 12 hour, loop race, through the trails of Northampton park."
ALS 12 Hour Trail Race,06/06/20,Spencerport,New York,running,5mi trail run,https://ultrasignup.com/register.aspx?did=72505,,"The race, like in the past years, is to raise awareness for ALS and money for ALS research. The race is a 12 hour, loop race, through the trails of Northampton park."
Central Park Challenge,06/06/20,New York,New York,running,4mi,https://give.yai.org/event/2019-yai-central-park-challenge/e218496/register/new/select-tickets,centralparkchallenge@yai.org,"For more than 20 years, thousands have joined the YAI Central Park Challenge to celebrate people with intellectual and developmental disabilities (I/DD). Whether running in the 4-mile race, participating in the 3K walk, or enjoying a day of fun and live entertainment, you can stand with YAI and see beyond disability."
Charlton Heritage 5K,06/06/20,Charlton,New York,running,5km,https://zippyreg.com/online_reg/index.php?e=1350,,"Our race is held annually on Founders weekend and celebrates the founding of the Town of Charlton, NY. The race is just one of many fun and entertaining events scheduled for the Town of Charlton Founders weekend."
Charlton Heritage 5K,06/06/20,Charlton,New York,running,1mi kids fun run,https://zippyreg.com/online_reg/index.php?e=1350,,"Our race is held annually on Founders weekend and celebrates the founding of the Town of Charlton, NY. The race is just one of many fun and entertaining events scheduled for the Town of Charlton Founders weekend."
Delhi Covered Bridge Run,06/06/20,Delhi,New York,running,10km,http://www.clasiladies.com/delhi-covered-bridge-run.html,thebeveridges@yahoo.com,"The 5K course crosses the Lois Ray memorial bridge while the 10K course crosses the historic Delhi covered bridge. Both courses feature rolling hills, streams views, and enthusiastic spectators. Both courses start on Main Street and finish on Page Avenue at the American Legion where the awards ceremony is also held."
Delhi Covered Bridge Run,06/06/20,Delhi,New York,running,5km,http://www.clasiladies.com/delhi-covered-bridge-run.html,thebeveridges@yahoo.com,"The 5K course crosses the Lois Ray memorial bridge while the 10K course crosses the historic Delhi covered bridge. Both courses feature rolling hills, streams views, and enthusiastic spectators. Both courses start on Main Street and finish on Page Avenue at the American Legion where the awards ceremony is also held."
Great Hill Challenge,06/06/20,Elmira,New York,running,1mi,https://runsignup.com/Race/Register/?raceId=59693,,"The Great Hill Challenge is a kid-friendly obstacle course for kids ages 4 - 18 at Newtown Battlefield State Park. This race was specifically created for younger athletes to honor the Iroquois Nation, who were known as the Haudenosaunee, People of the Longhouse."
Great Hill Challenge,06/06/20,Elmira,New York,running,2mi,https://runsignup.com/Race/Register/?raceId=59693,,"The Great Hill Challenge is a kid-friendly obstacle course for kids ages 4 - 18 at Newtown Battlefield State Park. This race was specifically created for younger athletes to honor the Iroquois Nation, who were known as the Haudenosaunee, People of the Longhouse."
Marcellus Olde Home Days 5K,06/06/20,Marcellus,New York,running,5km,https://runsignup.com/Race/NY/Marcellus/MarcellusOldeHomeDays5k?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"Join us for our 2nd annual 5k that's becoming a great part of the Marcellus Olde Home days celebration. Runners line up to start immediately preceding the parade, run through the village of Marcellus to the finish along 9 Mile Creek in beautiful Marcellus Park."
Muddy Buffalo,06/06/20,Colden,New York,running,5mi,https://runsignup.com/Race/Register/?raceId=41229,,Buffalo OCR proudly presents MUDDY BUFFALO obstacle course race!! A fun but challenging 5 Mile Obstalce Course Race nestled in the hills of Buffalo Ski Club!!
Peak 2 Brew: P2B Finger Lakes Relay,06/06/20,Cortland,New York,running,60 mile relay,https://runsignup.com/Race/Register/?raceId=74849,,The Peak 2 Brew: P2B FINGER LAKES Relay (Greek 2 Empire) is a single day Long Distance Van Supported Team Running Event in the beautiful Finger Lakes Region of CNY.
Race The Lake,06/06/20,Cooperstown,New York,running,26.2mi,https://racethelake.itsyourrace.com/register/,info@clarksportscenter.com,"The 26.2 race will begin at 8:00am, starting and ending at Glimmerglass State Park. The 13.1 race will begin at 8:00am, starting on State Highway 80, near the Fenimore Art Museum. The 5k race will begin at 9:00am in Glimmerglass State Park. All races finish together in Glimmerglass State Park."
Race The Lake,06/06/20,Cooperstown,New York,running,13.1mi,https://racethelake.itsyourrace.com/register/,info@clarksportscenter.com,"The 26.2 race will begin at 8:00am, starting and ending at Glimmerglass State Park. The 13.1 race will begin at 8:00am, starting on State Highway 80, near the Fenimore Art Museum. The 5k race will begin at 9:00am in Glimmerglass State Park. All races finish together in Glimmerglass State Park."
Race The Lake,06/06/20,Cooperstown,New York,running,5km,https://racethelake.itsyourrace.com/register/,info@clarksportscenter.com,"The 26.2 race will begin at 8:00am, starting and ending at Glimmerglass State Park. The 13.1 race will begin at 8:00am, starting on State Highway 80, near the Fenimore Art Museum. The 5k race will begin at 9:00am in Glimmerglass State Park. All races finish together in Glimmerglass State Park."
RH Kicking Hunger 5K,06/06/20,Henrietta,New York,running,5km,https://runsignup.com/Race/Register/?raceId=56926&eventId=331593,,"The purpose of this race will continue to focus on bringing awareness and providing tangible solutions to the issue of hunger in our community, as well as continuing the tradition of promoting exercise and family-centered events in our town."
Rockwood Ramble 10K,06/06/20,Sleepy Hollow,New York,running,10k trail run,https://runsignup.com/Race/Register/?raceId=84331,friends@friendsrock.org,"Challenging and scenic 10k on the beautiful carriage roads of Rockefeller State Park Preserve. Hudson River views, woodlands and rolling hills. All proceeds benefit trail maintenance of the trails."
