Name,Date,Location/City,State,Category,Distance,Website/Reg Link,Contact Email,Summary
Ridgewood Run,5/25/2020,Ridgewood,New Jersey,running,10km,https://runsignup.com/Race/NJ/Ridgewood/TheRidgewoodRun,,"The Ridgewood Run is celebrating it's 45th year! The premier road race in northern New Jersey. One of the longest running races in the tri-state area. There is something for everyone: 10K, 5K, Road Mile, Fun Run - the must-run event for all!"
Ridgewood Run,5/25/2020,Ridgewood,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Ridgewood/TheRidgewoodRun,,"The Ridgewood Run is celebrating it's 45th year! The premier road race in northern New Jersey. One of the longest running races in the tri-state area. There is something for everyone: 10K, 5K, Road Mile, Fun Run - the must-run event for all!"
Corporate FunRun North Jersey 5K,5/28/2020,East Rutherford,New Jersey,running,5km,https://corporatefunrun.com/event/north-jersey-5k-meadowlands-race-track-east-rutherford/,brucep@corporatefunrun.com,"The pre-race activities (packet and tee shirt pick-up, race night registration company gathering etc) will take place in the “The Backyard” area of the race track facility which is located directly behind the main building and right in front of the race track. The post-race party featuring food, beer and music will be staged there as well. There are plenty of picnic tables, 60” round banquet tables and hi boys available for comfortable seating for all."
RV Devil Dash,5/29/2020,Mt. Holly,New Jersey,running,,http://www.rvrhs.com/apps/pages/index.jsp?uREC_ID=173819&type=d&termREC_ID=&pREC_ID=386309,,
08085 8K/5K,5/30/2020,Swedesboro,New Jersey,running,8km,https://runsignup.com/Race/NJ/Swedesboro/08085Run,,"The 08085 Run/Walk/Sit: One mild-mannered zip code … with an event boasting four fantastic options!  To kick off your 2020 Fun Day, join us for one or more of the 3rd annual 08085 Run possibilities."
08085 8K/5K,5/30/2020,Swedesboro,New Jersey,running,5km,https://runsignup.com/Race/NJ/Swedesboro/08085Run,,"The 08085 Run/Walk/Sit: One mild-mannered zip code … with an event boasting four fantastic options!  To kick off your 2020 Fun Day, join us for one or more of the 3rd annual 08085 Run possibilities."
08085 8K/5K - 0.8mi Walk,5/30/2020,Swedesboro,New Jersey,running,0.8mi,https://runsignup.com/Race/NJ/Swedesboro/08085Run,,"The 08085 Run/Walk/Sit: One mild-mannered zip code … with an event boasting four fantastic options!  To kick off your 2020 Fun Day, join us for one or more of the 3rd annual 08085 Run possibilities."
08085 8K/5K - 0.8mi Kids' Race,5/30/2020,Swedesboro,New Jersey,running,0.8mi,https://runsignup.com/Race/NJ/Swedesboro/08085Run,,"The 08085 Run/Walk/Sit: One mild-mannered zip code … with an event boasting four fantastic options!  To kick off your 2020 Fun Day, join us for one or more of the 3rd annual 08085 Run possibilities."
Delaware and Raritan Canal parkrun,5/30/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Keep Calm and Run To The Best You 5K,5/30/2020,Absecon,New Jersey,running,5km,https://runsignup.com/Race/NJ/Absecon/KeepCalmandRunToTheBestYou5K,,"On Saturday May 30th, 2020 Run To The Best You in partnership with the South Jersey Field of Dreams will be hosting our 4th Annual 5k walk/run event in Absecon N.J. A portion of the proceeds will be donated to The Field Of Dreams. The South Jersey Field of Dreams is a place where physically and mentally disabled children and adults can play and participate in that Great American Pastime, baseball. The field is nicely cushioned to absorb falls featuring an even surface, and nicely defined base paths that make it easier for athletes to stay within their bounds - and makes for a more authentic baseball experience."
Totally Awesome 80's Run,5/30/2020,Glassboro,New Jersey,running,5km,https://runsignup.com/Race/NJ/Glassboro/GDFARTotallyAwesome80sRun,,Run and Party like it's 1985 at the Totally Awesome 80's Run and After Party!
Totally Awesome 80's Run,5/30/2020,Glassboro,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Glassboro/GDFARTotallyAwesome80sRun,,Run and Party like it's 1985 at the Totally Awesome 80's Run and After Party!
Superhero & Fairytale 5K Race for a Cause ,5/31/2020,Bridgewater,New Jersey,running,5km,https://runsignup.com/Race/NJ/Bridgewater/JCC5K,,"Raise Money for a Cause…Benefiting JCC Special Needs Programs for Children and Adults. Providing social and recreational opportunities to promote, value, independence and involvement in the community."
Superhero & Fairytale 5K Race for a Cause - 25m,5/31/2020,Bridgewater,New Jersey,running,25m,https://runsignup.com/Race/NJ/Bridgewater/JCC5K,,"Raise Money for a Cause…Benefiting JCC Special Needs Programs for Children and Adults. Providing social and recreational opportunities to promote, value, independence and involvement in the community."
Teaneck 5K & Color Run,5/31/2020,Teaneck,New Jersey,running,5km,https://runsignup.com/Race/NJ/Teaneck/TeaneckStrong5kRun,,"Bring your friends, bring your family and make sure you don't miss out on a great, fun-filled event!"
Teaneck 5K & Color Run - 1mi,5/31/2020,Teaneck,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Teaneck/TeaneckStrong5kRun,,"Bring your friends, bring your family and make sure you don't miss out on a great, fun-filled event!"
Tour de Cure 5K,5/31/2020,Paramus,New Jersey,running,5km,http://main.diabetes.org/site/TR/TourdeCure/TourAdmin?pg=entry&fr_id=13007,klido@diabetes.org,"MANY ROADS. ONE PURPOSE. Join the American Diabetes Association® at the 2020 Tour de Cure: Garden State® for a powerful and inspirational day that's perfect for the whole family or a company looking to engage with their employees in a meaningful way. The Tour de Cure is an opportunity to recognize our participants with diabetes and Champion fundraisers who are committed to ADA's mission. Every mile covered and every dollar raised brings us that much closer to a cure. We value everyone in our community that want to take part in the event, which is why we offer ride, run, and walk route options for people of all abilities. Tour de Cure features well-marked cycling and walk/run routes, with safety marshals, safety vehicles and fully stocked rest stops to fuel your journey! Registered participants will enjoy lunch, diabetes resources, family activities, music and so much more when you reach the end of your event route. Tour de Cure is a fundraising event and we'll help you by providing the tools you need to exceed your goals! Once you register, you will receive access to your own personal fundraising center with email templates, a mobile app, and your own fundraising page."
Beautiful Beast of Hunterdon 15K,6/6/2020,Califon,New Jersey,running,15km,https://www.active.com/califon-nj/running/distance-running-races/beautiful-beast-of-hunterdon-2020,,"The Beautiful Beast of Hunterdon Races. A member of the USATF Grand Prix (500 points) and the 2019 NJ Mountain-Ultra-Trail State Championship… Hunterdon County NJ, known for it’s rolling country hills, picturesque landscapes, and the most beautifully groomed trail in NJ – the Columbia Trail, high above Ken Lockwood gorge…you won’t find a more beautiful setting to run in the state…maybe the Northeast…. New in 2020, and thanks to our new partners the Tewksbury Education Foundation, we have added 1 mile and 5k distances to our ever growing event and to complement our championship 15k!"
Beautiful Beast of Hunterdon 5K,6/6/2020,Califon,New Jersey,running,5km,https://www.active.com/califon-nj/running/distance-running-races/beautiful-beast-of-hunterdon-2020,,"The Beautiful Beast of Hunterdon Races. A member of the USATF Grand Prix (500 points) and the 2019 NJ Mountain-Ultra-Trail State Championship… Hunterdon County NJ, known for it’s rolling country hills, picturesque landscapes, and the most beautifully groomed trail in NJ – the Columbia Trail, high above Ken Lockwood gorge…you won’t find a more beautiful setting to run in the state…maybe the Northeast…. New in 2020, and thanks to our new partners the Tewksbury Education Foundation, we have added 1 mile and 5k distances to our ever growing event and to complement our championship 15k!"
Beautiful Beast of Hunterdon 1mi,6/6/2020,Califon,New Jersey,running,1mi,https://www.active.com/califon-nj/running/distance-running-races/beautiful-beast-of-hunterdon-2020,,"The Beautiful Beast of Hunterdon Races. A member of the USATF Grand Prix (500 points) and the 2019 NJ Mountain-Ultra-Trail State Championship… Hunterdon County NJ, known for it’s rolling country hills, picturesque landscapes, and the most beautifully groomed trail in NJ – the Columbia Trail, high above Ken Lockwood gorge…you won’t find a more beautiful setting to run in the state…maybe the Northeast…. New in 2020, and thanks to our new partners the Tewksbury Education Foundation, we have added 1 mile and 5k distances to our ever growing event and to complement our championship 15k!"
Dash and Deciduous 5K,6/6/2020,Imlaystown,New Jersey,running,5km,https://runsignup.com/Race/NJ/Imlaystown/DashandDeciduous5k,,"The Uptown Gentlefriends present the Dash and Deciduous 5k trail run at Clayton Park. This is a FREE timed 5k group run. Despite the fact that this is a FREE 5k, registration is required due to the field size being limited to 40 runners. Once the field limit is reached additional runners will go on a waiting list and added randomly. Even though the Uptown Gentlefriends provide all resources out of their own pockets this is largely a runner supported event and it's through runner donations that we use to make it even better! Donations aren't required but 100% of donations will go to the runners."
Delaware and Raritan Canal parkrun,6/6/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Independence Series - Day 4 - NJ,6/6/2020,Branchville,New Jersey,running,26.2mi,https://www.active.com/branchville-nj/running/distance-running/independence-series-day-4-nj-2020?afid=156210&cdg=affiliate-254301&cmp=39N-DP260-BND10-SD230-DM20&ltclickid=12_55645581_e497ebf1-4c00-4887-b871-c30f19e877a0&ltcmp=254301,,"We RUN this country, TOGETHER!"
Independence Series - Day 4 - NJ,6/6/2020,Branchville,New Jersey,running,13.1mi,https://www.active.com/branchville-nj/running/distance-running/independence-series-day-4-nj-2020?afid=156210&cdg=affiliate-254301&cmp=39N-DP260-BND10-SD230-DM20&ltclickid=12_55645581_e497ebf1-4c00-4887-b871-c30f19e877a0&ltcmp=254301,,"We RUN this country, TOGETHER!"
Independence Series - Day 4 - NJ,6/6/2020,Branchville,New Jersey,running,50km,https://www.active.com/branchville-nj/running/distance-running/independence-series-day-4-nj-2020?afid=156210&cdg=affiliate-254301&cmp=39N-DP260-BND10-SD230-DM20&ltclickid=12_55645581_e497ebf1-4c00-4887-b871-c30f19e877a0&ltcmp=254301,,"We RUN this country, TOGETHER!"
Independence Series - Day 4 - NJ,6/6/2020,Branchville,New Jersey,running,10km,https://www.active.com/branchville-nj/running/distance-running/independence-series-day-4-nj-2020?afid=156210&cdg=affiliate-254301&cmp=39N-DP260-BND10-SD230-DM20&ltclickid=12_55645581_e497ebf1-4c00-4887-b871-c30f19e877a0&ltcmp=254301,,"We RUN this country, TOGETHER!"
Independence Series - Day 4 - NJ,6/6/2020,Branchville,New Jersey,running,5km,https://www.active.com/branchville-nj/running/distance-running/independence-series-day-4-nj-2020?afid=156210&cdg=affiliate-254301&cmp=39N-DP260-BND10-SD230-DM20&ltclickid=12_55645581_e497ebf1-4c00-4887-b871-c30f19e877a0&ltcmp=254301,,"We RUN this country, TOGETHER!"
Lakeview 5K,6/6/2020,Edison,New Jersey,running,5km,https://www.raceforum.com/lakeview5k,,"The 11th  Annual Lakeview 5K is scheduled to take place on June 1, 2019 in Roosevelt Park, Edison, NJ. The Lakeview 5K is a Grand Prix sanctioned course along scenic park roads starting and finishing in front of Roosevelt Lake. Registration opens at 8:00am and the race begins at 9:30am. The event also features a 5K Walk and a Family Fun Walk which is self-paced around the lake."
Scott Coffee Moorestown Rotary 8K,6/6/2020,Moorestown,New Jersey,running,8km,https://runsignup.com/Race/Info/NJ/Moorestown/ScottCoffeeMoorestownRotary8KRace,,"We have an exciting twist to our traditional race - COFFEE!!! In addition to the USATF Mid Atlantic Championship 8K course with watches to the top age group winners, our fun 8K Relay, our well known hospitality with free food and drinks, the beautiful tree lined course through Moorestown and the fun Moorestown Days following, we include a jolt of Coffee! All runners will get free hot or iced coffee courtesy of Lacas Coffee before and after the race (yes, coffee does make you faster!). All participants will also receive a free bag of Lacas Coffee!"
Scott Coffee Moorestown Rotary 1mi,6/6/2020,Moorestown,New Jersey,running,1mi,https://runsignup.com/Race/Info/NJ/Moorestown/ScottCoffeeMoorestownRotary8KRace,,"We have an exciting twist to our traditional race - COFFEE!!! In addition to the USATF Mid Atlantic Championship 8K course with watches to the top age group winners, our fun 8K Relay, our well known hospitality with free food and drinks, the beautiful tree lined course through Moorestown and the fun Moorestown Days following, we include a jolt of Coffee! All runners will get free hot or iced coffee courtesy of Lacas Coffee before and after the race (yes, coffee does make you faster!). All participants will also receive a free bag of Lacas Coffee!"
George Washington Bridge Challenge,6/7/2020,Fort Lee,New Jersey,running,5km,https://secure.acsevents.org/site/TR?fr_id=97526&pg=entry,amanda.mccrimlisk@cancer.org,George Washington Bridge Challenge unites the community behind the American Cancer Society's efforts to save lives from cancer.
George Washington Bridge Challenge,6/7/2020,Fort Lee,New Jersey,running,10km,https://secure.acsevents.org/site/TR?fr_id=97526&pg=entry,amanda.mccrimlisk@cancer.org,George Washington Bridge Challenge unites the community behind the American Cancer Society's efforts to save lives from cancer.
Good Grief 5K Run and Walk For Hope,6/7/2020,Madison,New Jersey,running,5km,https://good-grief.org/5k/,heather@good-grief.org,"The 7th Annual Good Grief 5K Run and Walk For Hope raises funds and awareness to help children, teens, and young adults after the death of a mom, dad, brother, or sister. The 5K Run and Walk for Hope is a fun, family event for all ages and abilities. Run or walk in memory of a loved one, or in support of grieving families in your community! This event is rain or shine so please plan accordingly."
Long Beach Township PBA Breakfast 5K,6/7/2020,Long Beach Township,New Jersey,running,5km,https://runsignup.com/Race/NJ/LongBeachTownship/LongBeachTownshipPBABreakfast5kRunWalk,,"The race will take place on Sunday, June 7, 2020 - 8:30 a.m. sharp. All events start and finish at Nardi's Tavern, 11801 Long Beach Blvd., Long Beach Township, NJ 08008. Proceeds benefit the Long Beach Township PBA."
Run the Vineyards - 10K and 5K – Amalthea Cellars,6/7/2020,Atco,New Jersey,running,10km,https://runsignup.com/Race/NJ/Atco/RuntheVineyardsAmaltheaCellars10K5K,ken@gooddayforarun.com,Back for our 6th year! Join this popular Run the Vineyards 5K/10K at Amalthea Cellars - a Hidden Treasure! This event features an attractive and shaded Flat Course beginning and ending at Amalthea Cellars. The majority of course is on paved roads. Finish on their beautiful grounds and patio while enjoying wine and live music. Choose either distance and finish at your own running pace.  
Run the Vineyards - 10K and 5K – Amalthea Cellars,6/7/2020,Atco,New Jersey,running,5km,https://runsignup.com/Race/NJ/Atco/RuntheVineyardsAmaltheaCellars10K5K,ken@gooddayforarun.com,Back for our 6th year! Join this popular Run the Vineyards 5K/10K at Amalthea Cellars - a Hidden Treasure! This event features an attractive and shaded Flat Course beginning and ending at Amalthea Cellars. The majority of course is on paved roads. Finish on their beautiful grounds and patio while enjoying wine and live music. Choose either distance and finish at your own running pace.  
Spring Watchung Race,6/7/2020,Mountainside,New Jersey,running,10km,https://runsignup.com/Race/NJ/Mountainside/SpringWatchungRace,njtrailseries@gmail.com,"Join us on June 7, 2020 for a run through beautiful Watchung Reservation in north-central NJ. There are four options: 10K, Half Marathon, Marathon or 50K."
Spring Watchung Race,6/7/2020,Mountainside,New Jersey,running,13.1mi,https://runsignup.com/Race/NJ/Mountainside/SpringWatchungRace,njtrailseries@gmail.com,"Join us on June 7, 2020 for a run through beautiful Watchung Reservation in north-central NJ. There are four options: 10K, Half Marathon, Marathon or 50K."
Spring Watchung Race,6/7/2020,Mountainside,New Jersey,running,26.2mi,https://runsignup.com/Race/NJ/Mountainside/SpringWatchungRace,njtrailseries@gmail.com,"Join us on June 7, 2020 for a run through beautiful Watchung Reservation in north-central NJ. There are four options: 10K, Half Marathon, Marathon or 50K."
Spring Watchung Race,6/7/2020,Mountainside,New Jersey,running,50km,https://runsignup.com/Race/NJ/Mountainside/SpringWatchungRace,njtrailseries@gmail.com,"Join us on June 7, 2020 for a run through beautiful Watchung Reservation in north-central NJ. There are four options: 10K, Half Marathon, Marathon or 50K."
Tenafly 5K,6/7/2020,Tenafly,New Jersey,running,5km,http://www.tenafly5k.com/registration,info@tenafly5k.com,"The 5K Run attracts more than 1,500 runners and walkers of all ages and abilities. The race starts and finishes on Sunset Lane, near the entrance to the track. The 5K Run begins at 9:00 sharp, and runners begin lining up at the starting line around 8:45. The 5K Run features an Elite Runner Start, which allows under-21:00 5K runners to start at the front of the pack. For everyone’s safety and as a courtesy to faster runners, slower runners and walkers are asked to start towards the back of the pack."
Tenafly 5K - 1mi,6/7/2020,Tenafly,New Jersey,running,1mi,http://www.tenafly5k.com/registration,info@tenafly5k.com,"The 5K Run attracts more than 1,500 runners and walkers of all ages and abilities. The race starts and finishes on Sunset Lane, near the entrance to the track. The 5K Run begins at 9:00 sharp, and runners begin lining up at the starting line around 8:45. The 5K Run features an Elite Runner Start, which allows under-21:00 5K runners to start at the front of the pack. For everyone’s safety and as a courtesy to faster runners, slower runners and walkers are asked to start towards the back of the pack."
Corporate FunRun Jersey Capital 5K,6/11/2020,West Windsor,New Jersey,running,5km,https://corporatefunrun.com/event/jersey-capital-5k-mercer-county-park-west-picnic-area-west-windsor/,brucep@corporatefunrun.com,"Starting in the West Picnic Area, race course is an out and back on the bike/running paths. Participants will go past the Marina, boathouse, ice rink and tennis courts and will finish in front of the pavilion/playground inside of the West Picnic Area."
Flag Day 5K,6/11/2020,Lyons,New Jersey,running,5km,https://www.communityhope-nj.org/events/flag-day/flag-day-register/,,"When you Run, Walk or Support, you Help us Rescue Over 1,000 Veterans and Families from Homelessness & Despair This Year. The Flag Day 5K Run supports our Hope for Veteran Programs, the leading initiative to help struggling veterans in our area and includes Valley Brook Village for Veterans and our Supportive Services for Veteran Families."
Delaware and Raritan Canal parkrun,6/13/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Hanover Education Foundation's Run for Health 5K,6/13/2020,Whippany,New Jersey,running,5km,https://runsignup.com/Race/NJ/Whippany/HanoversRacetoHealth5K,ascarp1104@yahoo.com,"Race begins at Whippany Park High School. Address is 165 Whippany Road, Whippany, NJ 07981. Parking is available in the parking lots at Whippany Park High School and Our Lady of Mercy Church. Restrooms will be available. Refreshments and music will be provided before and after the race."
Hanover Education Foundation's Run for Health 5K - 1mi,6/13/2020,Whippany,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Whippany/HanoversRacetoHealth5K,ascarp1104@yahoo.com,"Race begins at Whippany Park High School. Address is 165 Whippany Road, Whippany, NJ 07981. Parking is available in the parking lots at Whippany Park High School and Our Lady of Mercy Church. Restrooms will be available. Refreshments and music will be provided before and after the race."
JAG Physical Therapy 5K,6/13/2020,Verona,New Jersey,running,5km,https://thevaleriefund.org/Walk2020/registration-start.php,,"The Valerie Fund relies on the dollars raised to help the children who live in our community. The Walk and 5K Run will support our mission to provide comprehensive health care for children with cancer and blood disorders. Every step you walk or run and every dollar you raise helps at The Valerie Fund Centers. Patients receive far more than treatment for their physical illnesses. Our philosophy is that to truly heal the children with whose care we are entrusted, we must treat them emotionally, socially, and developmentally, as well as medically."
Nicky's Run 5K,6/13/2020,Eastampton,New Jersey,running,5km,https://runsignup.com/Race/NJ/Eastampton/NickyGreenMemorial5kRun1MileRunWalk,,"The 8th Annual Nicky's Run 5K promotes youth suicide awareness and prevention. All proceeds benefit the Nicky Green Foundation (NG52). This event is a 5K race on the Rancocas Valley Regional High School's varsity cross country course at their sports complex at 1 Mill Creek Rd & Powell Rd. in Eastampton, NJ. Trail run on a secluded course -- no public roadways!"
Nicky's Run 5K - 1mi,6/13/2020,Eastampton,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Eastampton/NickyGreenMemorial5kRun1MileRunWalk,,"The 8th Annual Nicky's Run 5K promotes youth suicide awareness and prevention. All proceeds benefit the Nicky Green Foundation (NG52). This event is a 5K race on the Rancocas Valley Regional High School's varsity cross country course at their sports complex at 1 Mill Creek Rd & Powell Rd. in Eastampton, NJ. Trail run on a secluded course -- no public roadways!"
Peyton's Promise 5K Run for CDH Research,6/13/2020,Sea Isle City,New Jersey,running,5km,https://runsignup.com/Race/NJ/SeaIsleCity/PeytonsPromise5KRunforCDHResearch,,PEYTON'S PROMISE 5K RUN/2K WALK. Dedicated to Peyton Elizabeth Laricks and her courageous fight against CDH. All proceeds are donated to the Children’s Hospital of Philadelphia.
Peyton's Promise 5K Run for CDH Research - 2km,6/13/2020,Sea Isle City,New Jersey,running,2km,https://runsignup.com/Race/NJ/SeaIsleCity/PeytonsPromise5KRunforCDHResearch,,PEYTON'S PROMISE 5K RUN/2K WALK. Dedicated to Peyton Elizabeth Laricks and her courageous fight against CDH. All proceeds are donated to the Children’s Hospital of Philadelphia.
Bad Prom 5K,6/14/2020,Convent Station,New Jersey,running,5km,https://runsignup.com/Race/NJ/ConventStation/BadProm,,"Fashion so bad you’ll want to run! Relive the big hair, tacky outfits and awkward dance moves of high school prom. Feed off the energy of loud 80’s rock and swoony power ballads! Come impress us with your costume (powder blue tux jacket, puffy sleeve prom dress, tiaras), or be too cool for school and dress like a regular runner. We want you either way! 2nd Annual race to benefit The Sisters of Charity of Saint Elizabeth’s Value Into Action program, which places college students in internships at grassroots nonprofits. The course is within a college campus, somewhat hilly, no trails. Runners get t-shirts and finisher medals. Top 3 female and male runners get gift certificates."
Bad Prom 5K - 1mi,6/14/2020,Convent Station,New Jersey,running,1mi,https://runsignup.com/Race/NJ/ConventStation/BadProm,,"Fashion so bad you’ll want to run! Relive the big hair, tacky outfits and awkward dance moves of high school prom. Feed off the energy of loud 80’s rock and swoony power ballads! Come impress us with your costume (powder blue tux jacket, puffy sleeve prom dress, tiaras), or be too cool for school and dress like a regular runner. We want you either way! 2nd Annual race to benefit The Sisters of Charity of Saint Elizabeth’s Value Into Action program, which places college students in internships at grassroots nonprofits. The course is within a college campus, somewhat hilly, no trails. Runners get t-shirts and finisher medals. Top 3 female and male runners get gift certificates."
Stafford Run for HOPE,6/14/2020,Manahawkin,New Jersey,running,5km,https://runsignup.com/Race/NJ/Manahawkin/StaffordTriathlonDuathlontheBridge,,"The race will take place on Sunday, June 9, 2020. The Multisport Events will start at 7:00 a.m. sharp. The 5k Run will start at 9:15 a.m. All events start and finish at Manahawkin Lake Park III, Manahawkin, NJ 08050"
Woodcliff Lake Run for Education,6/14/2020,Woodcliff Lake,New Jersey,running,5km,https://runsignup.com/Race/NJ/WoodcliffLake/WoodcliffLakeElementaryEducationalFoundationRunforEducation,,"34th Annual Run for Education on paved, USATF certified course with tree-lined residential streets with water stops and posted mile markers.  10K, 5K, Fun Run and a Dunk Tank -- fun for the entire family and for a good cause!!  ALL proceeds go directly back to the local schools."
Woodcliff Lake Run for Education,6/14/2020,Woodcliff Lake,New Jersey,running,10km,https://runsignup.com/Race/NJ/WoodcliffLake/WoodcliffLakeElementaryEducationalFoundationRunforEducation,,"34th Annual Run for Education on paved, USATF certified course with tree-lined residential streets with water stops and posted mile markers.  10K, 5K, Fun Run and a Dunk Tank -- fun for the entire family and for a good cause!!  ALL proceeds go directly back to the local schools."
Bungalow Beach Boardwalk Run,6/20/2020,Atlantic City,New Jersey,running,5mi,https://runsignup.com/Race/NJ/AtlanticCity/BungalowBeachRun,,"Join the Atlantic City Marathon Race Series our favorite runners at the breezy beachfront bistro on Saturday, June 20.  The 5 mile run kicks off on the Atlantic City Boardwalk with a quick dash to the finish line on the sand along side the Atlantic Ocean. Finish at Atlantic City's Bungalow Beach to enjoy music and great food and drink in the Ibiza style beach bar."
Cape May Point 2 Mile Run,6/20/2020,Cape May Point,New Jersey,running,2mi,https://runsignup.com/Race/NJ/CapeMayPoint/CapeMayPoint5Mileand2Mile,,"The 42nd Annual Cape May Point Five Mile Run will be held on Saturday, June 20, 2020. The 2 Mile Run starts at 8:15 AM. The 5 Mile Run is at 9:00 AM. Registration is at the Cape May Point Fire House on Yale Avenue (see Course Map for location). Registration can be by mail or in person on Friday night, June 14th from 6:30 to 8:30 PM $35. Registration on Race day starts at 7:30 AM $40. "
Cape May Point 5 Mile Run,6/20/2020,Cape May Point,New Jersey,running,5mi,https://runsignup.com/Race/NJ/CapeMayPoint/CapeMayPoint5Mileand2Mile,,"The 42nd Annual Cape May Point Five Mile Run will be held on Saturday, June 20, 2020. The 2 Mile Run starts at 8:15 AM. The 5 Mile Run is at 9:00 AM. Registration is at the Cape May Point Fire House on Yale Avenue (see Course Map for location). Registration can be by mail or in person on Friday night, June 14th from 6:30 to 8:30 PM $35. Registration on Race day starts at 7:30 AM $40. "
Delaware and Raritan Canal parkrun,6/20/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Good News Home for Women 5K,6/20/2020,Flemington,New Jersey,running,5km,https://runsignup.com/Race/NJ/Flemington/GoodNewsHomeforWomen,,"The Good News Home for Women 5K/Fun Run - a 5K race and 1 Mi walk/fun run - will take place on Saturday, June 20, 2020 at Deer Path Park in Flemington, NJ. The 5K race kicks off at 8:30 am and the walk/fun run will begin soon after.  More information about parking and the race course will be available as we get closer to the race day."
Good News Home for Women 5K - 1mi,6/20/2020,Flemington,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Flemington/GoodNewsHomeforWomen,,"The Good News Home for Women 5K/Fun Run - a 5K race and 1 Mi walk/fun run - will take place on Saturday, June 20, 2020 at Deer Path Park in Flemington, NJ. The 5K race kicks off at 8:30 am and the walk/fun run will begin soon after.  More information about parking and the race course will be available as we get closer to the race day."
Ratstafarian 5K Challenge,6/20/2020,Toms River,New Jersey,running,5km,https://runsignup.com/Race/NJ/TomsRiver/Ratstafarian5kChallenge,,"100% trail run over ankle deep water, a little mud in one spot, through pine forest and over woodland trails. There will be awards, prizes, and hats and bags for everyone! Food and drink for everyone at nearby McIntyre's Grill afterward.  9:00a.m. start right in the front of Apachee Cross-Fit. Fun!"
Red Bank Classic 5K,6/20/2020,Red Bank,New Jersey,running,5km,https://raceforum.com/event/127659/sign-up,info@redbankclassic.com,Run through scenic downtown Red Bank once again. Start and finish on the iconic Broad Street and run up the infamous Tower Hill
Sergeant Nutter Run,6/20/2020,Sea Girt,New Jersey,running,5km,https://runsignup.com/Race/NJ/SeaGirt/SGTNutter5K,,Please come out and join the New Jersey Army National Guard's Officer Candidate School's 16th Annual Nutter Run 5k fundraiser event. This year's Beneficiary will be the children of Captain Joseph Sebastian Cecere III.
Sergeant Nutter Run,6/20/2020,Sea Girt,New Jersey,running,1.5mi,https://runsignup.com/Race/NJ/SeaGirt/SGTNutter5K,,Please come out and join the New Jersey Army National Guard's Officer Candidate School's 16th Annual Nutter Run 5k fundraiser event. This year's Beneficiary will be the children of Captain Joseph Sebastian Cecere III.
Summer Solstice Trail Run,6/20/2020,Newton,New Jersey,running,5km,https://runsignup.com/Race/NJ/Newton/SummerSolsticeRace,,"Take advantage of the longest days of the year with Friend's 2 Friends' annual Summer Solstice Race!  Two chip-timed races to choose from: 5 Mile Trail Run or 5K on multi-use path. Races benefit the Sussex County Women’s Forum (SCWF), a 501C (3) non-profit organization.  100% of entrance fees goes directly to providing Free Mammograms."
Summer Solstice Trail Run,6/20/2020,Newton,New Jersey,running,5mi,https://runsignup.com/Race/NJ/Newton/SummerSolsticeRace,,"Take advantage of the longest days of the year with Friend's 2 Friends' annual Summer Solstice Race!  Two chip-timed races to choose from: 5 Mile Trail Run or 5K on multi-use path. Races benefit the Sussex County Women’s Forum (SCWF), a 501C (3) non-profit organization.  100% of entrance fees goes directly to providing Free Mammograms."
