Name,Date,Location/City,State,Category,Distance,Website/Registration Link,Contact Email,Summary,,,
Potosi Wine Run 5K,"May 9, 2020",Potosi,Wisconsin,running,5km,https://runsignup.com/Race/WI/Potosi/PotosiWineBeer5KRunWalk?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,info@midwesteventmanagement.com,"Join us on Saturday, May 9th, 2020 at 9:00 am for an exciting new event that features the scenic views of Potosi, WI and the great Wine produced by locally owned by Whispering Bluffs Winery and Beer produced by locally owned Potosi Brewing Company. ",,,
Remember Me Red Run,"May 9, 2020",New Glarus,Wisconsin,running,5km,https://baileysrunvineyard.ticketspice.com/remember-me-red-fun-run,,"Here’s a fun way for you to help raise money for research to help find a cure for Alzheimer’s & Dementia. Like many others, our family has been affected by this horrible & devastating disease. Sign up and Run, drink wine, make new friends and help us find a cure. ",,,
Sole Burner of Appleton,"May 9, 2020",Appleton,Wisconsin,running,5km,https://secure.acsevents.org/site/TR?fr_id=97742&pg=entry,soleburnerappleton@cancer.org,Sole Burner 5K Walk-Run unites the community behind the American Cancer Society's efforts to save lives from cancer. ,,,
South Wood County Humane Society 5K9 Run,"May 9, 2020",Wisconsin Rapids,Wisconsin,running,5km,https://www.active.com/wisconsin-rapids-wi/running/distance-running-races/south-wood-county-humane-society-5k9-run-walk-2020?afid=156210&ltcmp=254301&ltclickid=03_39708870_3217a24c-4db6-43a0-a425-ad1ba45f99d2&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,"Walkers and Runners! Lace up your shoes for the SWCHS annual 5K to support shelter pets. Leash up your dogs as well because pets with current rabies vaccinations are welcome! Bring the whole family, coworkers, and friends for an eventful day! ",,,
Tomah Area Cancer Support 5K,"May 9, 2020",Tomah,Wisconsin,running,5km,https://www.active.com/tomah-wi/running/distance-running-races/tomah-area-cancer-support-5k-run-walk-2020?afid=156210&ltcmp=254301&ltclickid=03_39709172_ad16efe8-6829-45ba-854c-a9f6be20d560&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,DPfaff@tacuonline.com,All proceeds pass through the organization directly to people who need assistance with cancer and related issues and costs that are not covered by insurance.,,,
Tromp & Chomp Trail Run 13.1mi,"May 9, 2020",La Farge,Wisconsin,running,13.1m,http://kvr.state.wi.us/Events/Registration-Page/,kickapoo.reserve@krm.state.wi.us,"he Tromp & Chomp offers 8-mile and half-marathon trail run courses within the scenic 8,600 acres of the Kickapoo Valley Reserve. ",,,
Tromp & Chomp Trail Run 8mi,"May 9, 2020",La Farge,Wisconsin,running,8m,http://kvr.state.wi.us/Events/Registration-Page/,kickapoo.reserve@krm.state.wi.us,"he Tromp & Chomp offers 8-mile and half-marathon trail run courses within the scenic 8,600 acres of the Kickapoo Valley Reserve. ",,,
Wisconsin Trail Assail - Mother's Day 13.1M,"May 9, 2020",Nashotah,Wisconsin,running,13.1m,https://runsignup.com/Race/Info/WI/Nashotah/MothersDayRunNashotahPark,,Over 90% of the race is through Nashotah Park's forests and past both Forest Lake and Grass Lake. The trails are wide and are groomed year round. ,,,
Wisconsin Trail Assail - Mother's Day 10K,"May 9, 2020",Nashotah,Wisconsin,running,10km,https://runsignup.com/Race/Info/WI/Nashotah/MothersDayRunNashotahPark,,Over 90% of the race is through Nashotah Park's forests and past both Forest Lake and Grass Lake. The trails are wide and are groomed year round. ,,,
Wisconsin Trail Assail - Mother's Day 5K,"May 9, 2020",Nashotah,Wisconsin,running,5km,https://runsignup.com/Race/Info/WI/Nashotah/MothersDayRunNashotahPark,,Over 90% of the race is through Nashotah Park's forests and past both Forest Lake and Grass Lake. The trails are wide and are groomed year round. ,,,
Wisconsin Trail Assail - Mother's Day 1K,"May 9, 2020",Nashotah,Wisconsin,running,1km,https://runsignup.com/Race/Info/WI/Nashotah/MothersDayRunNashotahPark,,Over 90% of the race is through Nashotah Park's forests and past both Forest Lake and Grass Lake. The trails are wide and are groomed year round. ,,,
Milwaukee Mother's Day 10K,"May 10, 2020",Milwaukee,Wisconsin,running,10km,https://runsignup.com/Race/WI/Milwaukee/MilwuakeeMothersDay5k10k?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,,No summary,,
Milwaukee Mother's Day 5K,"May 10, 2020",Milwaukee,Wisconsin,running,5km,https://runsignup.com/Race/WI/Milwaukee/MilwuakeeMothersDay5k10k?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,,No summary,,
Run Like a Mother - Milwaukee,"May 10, 2020",Wauwatosa,Wisconsin,running,5km,https://runsignup.com/Race/Info/WI/Wauwatosa/RunLikeAMotherMilwaukeeWI,,"We are every woman, from every walk or run of life, gathering together for one day to celebrate who we are and what we do. Women. Whether you are a mother or not, we celebrate together across the nation on Mother's Day with a 5k road race and a one-mile kid's fun run. Join us Sunday, May 10th, 2020. ",,,
Beer Garden 5K - Juneau Park 5K,"May 14, 2020",Milwaukee,Wisconsin,running,5km,https://runsignup.com/Race/Info/WI/Milwaukee/BeerGarden5KJuneauPark,,"Join Silver Circle Sports Events & Milwaukee County Parks for live music, beer and food trucks. In between....a 5K run/walk or walk.  Everyone gets a free pint of Sprecher Beer or Sprecher Root Beer at the finish!",,,
Beer Garden 5K - Juneau Park 1K,"May 14, 2020",Milwaukee,Wisconsin,running,1km,https://runsignup.com/Race/Info/WI/Milwaukee/BeerGarden5KJuneauPark,,"Join Silver Circle Sports Events & Milwaukee County Parks for live music, beer and food trucks. In between....a 5K run/walk or walk.  Everyone gets a free pint of Sprecher Beer or Sprecher Root Beer at the finish!",,,
Ragnar Great Midwest,"May 15, 2020",Madison,Wisconsin,running,200m,https://www.runragnar.com/event-detail/relay/greatmidwest#overview,,"Reebok Ragnar Road Great Midwest, the “fastest” road relay course in the Ragnar series, is back on May 15-16!",,,
Run Your Socks Off 5K - 5K,"May 15, 2020",Hartland,Wisconsin,running,5km,https://runsignup.com/Race/WI/Hartland/SwallowSchoolRunYourSocksOff5K?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"The Run Your Socks Off event is a family friendly race that offers something for everyone. Competitive runners, casual joggers, walkers, and strollers are all welcome for either a 5K or 1 mile distance.",,,
Run Your Socks Off 5K - 1M,"May 15, 2020",Hartland,Wisconsin,running,1m,https://runsignup.com/Race/WI/Hartland/SwallowSchoolRunYourSocksOff5K?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"The Run Your Socks Off event is a family friendly race that offers something for everyone. Competitive runners, casual joggers, walkers, and strollers are all welcome for either a 5K or 1 mile distance.",,,
988K 5K Suicide Prevention Run,"May 16, 2020",Oconomowoc,Wisconsin,running,5km,https://runsignup.com/Race/Info/WI/Oconomowoc/SOFA,,"SOFA INC was created because during the years of Archie's struggles I (Lauri badura) had a folder called Saving Archie, filled with recovery and treatment options and help our family explored. That day he died on May 15th, 2014, my sister saw the folder and change this folder to read, Saving Others For Archie, stating that his death would not be in vain.",,,
Cellcom Green Bay 5K,"May 16, 2020",Green Bay,Wisconsin,running,5km,http://www.cellcomgreenbaymarathon.com/,,"Funds from the Cellcom Green Bay Marathon Support Construction of Habitat for Humanity’s 120th Home The Cellcom Green Bay Marathon allows thousands of people to achieve goals every year on race day, but its mission aims to make an impact far beyond that through the donation of its proceeds each year to local non-profits.",,,
Coach Cassidy Classic 5K,"May 16, 2020",Menomonee Falls,Wisconsin,running,5km,https://www.coachcassidyclassic.com/register,,"Join us for the 9TH ANNUAL COACH CASSIDY CLASSIC 5K Saturday, May 16, 2020. All proceeds from this event will be donated to families in the Menomonee Falls area who are affected by ALS.",,,
Fido & Friends Fun Run/Walk 1M,"May 16, 2020",Eau Claire,Wisconsin,running,1m,https://secure.qgiv.com/event/fido34/register/,,You're invited to the 34th Annual Fido & Friends Fun Run/Walk! This sponsor-themed 1-3 mile Run/Walk will benefit our Mettler Emergency Medical Fund at the Eau Claire County Humane Association.,,,
Fido & Friends Fun Run/Walk 2M,"May 16, 2020",Eau Claire,Wisconsin,running,2m,https://secure.qgiv.com/event/fido34/register/,,You're invited to the 34th Annual Fido & Friends Fun Run/Walk! This sponsor-themed 1-3 mile Run/Walk will benefit our Mettler Emergency Medical Fund at the Eau Claire County Humane Association.,,,
Fido & Friends Fun Run/Walk 3M,"May 16, 2020",Eau Claire,Wisconsin,running,3m,https://secure.qgiv.com/event/fido34/register/,,You're invited to the 34th Annual Fido & Friends Fun Run/Walk! This sponsor-themed 1-3 mile Run/Walk will benefit our Mettler Emergency Medical Fund at the Eau Claire County Humane Association.,,,
Furry Friends 5K,"May 16, 2020",Jefferson,Wisconsin,running,5km,https://runsignup.com/Race/WI/Jefferson/FurryFriends5Krace?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,Join the race to help homeless pets at the Humane Society of Jefferson County’s Annual Furry Friends 5K Run/Walk. This family-friendly and dog-friendly event will take place at the Jefferson County Fair Park. ,,,
Get Fit 5K,"May 16, 2020","Whitewater,",Wisconsin,running,5km,https://www.itsyourrace.com/event.aspx?id=6989,,"The Get Fit 5k Trail Run/Walk is a 5k trail run/walk sponsored by the Walworth County Employee Wellness Council. This event is held at Kettle Moraine - Southern Unit, Nordic Trails.",,,
Get It Dunn Run 5K,"May 16, 2020",Menomonie,Wisconsin,running,5km,https://www.active.com/menomonie-wi/running/distance-running-races/get-it-dunn-run-2020?afid=156210&ltcmp=254301&ltclickid=03_39722210_574d7ac2-2bea-4515-adf9-4eb4e87f2dab&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,,No summary,,
Get It Dunn Run 13.1M,"May 16, 2020",Menomonie,Wisconsin,running,13.1m,https://www.active.com/menomonie-wi/running/distance-running-races/get-it-dunn-run-2020?afid=156210&ltcmp=254301&ltclickid=03_39722210_574d7ac2-2bea-4515-adf9-4eb4e87f2dab&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,,No summary,,
Girls on the Run 5K - Greater Milwaukee,"May 16, 2020",Milwaukee,Wisconsin,running,5km,https://www.raceplanner.com/register/index/32P3FSTRAVLORID,gotrsewi@gmail.com,At the heart of Girls on the Run are amazing volunteers whose commitment and passion impact the lives of thousands of girls each year. We are in need of people just like you to make our 5K event a success!,,,
Golden Kettle Trail Series - Scuppernong 10mi,"May 16, 2020",Dousman,Wisconsin,running,10m,https://runsignup.com/Race/Register/?raceId=84122&eventId=364960,,A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest.,,,
Golden Kettle Trail Series - Scuppernong 5mi,"May 16, 2020",Dousman,Wisconsin,running,5m,https://runsignup.com/Race/Register/?raceId=84122&eventId=364960,,A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest.,,,
Golden Kettle Trail Series - Scuppernong 3.2mi,"May 16, 2020",Dousman,Wisconsin,running,3.2m,https://runsignup.com/Race/Register/?raceId=84122&eventId=364960,,A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest.,,,
Heather Ann Fishnick Memorial 5K,"May 16, 2020",Belmont,Wisconsin,running,5km,https://runsignup.com/Race/WI/Belmont/HeatherAnnFishnickMemorial5KWalkRun?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,Come help us celebrate the life of an AMAZING woman. Heather was passionate about her nursing career and in honor of her life all proceeds will go to the Heather Ann Fishnick Scholarship Fund to help benefit people just like Heather pursuing a nursing career. ,,,
Helping Hands for Cancer 5K,"May 16, 2020",Berlin,Wisconsin,running,5km,https://runsignup.com/Race/WI/Berlin/HELPINGHANDSFORCANCER?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"Helping Hands for Cancer was started in 2002, when Kayla Smith of Berlin, an 11-year old girl in the 6th grade, was battling leukemia. Today, Kayla is married, has a family of her own and has been cancer free since then!",,,
Howard Temin Lakeshore Path parkrun,"May 16, 2020",Madison,Wisconsin,running,5km,https://www.parkrun.us/howardteminlakeshorepath/,howardteminlakeshorepath@parkrun.com,It is a 5km run - it's you against the clock.,,,
Hustisford Fire Dept 5K,"May 16, 2020",Hustisford,Wisconsin,running,5km,https://runsignup.com/Race/WI/Hustisford/HustisfordFireDept5kRunWalk?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"The Hustisford Fire Department will be hosting its 4th Annual 5k Run/Walk Event on Saturday, May 16th.",,,
Journey on Janna Foundation 5K,"May 16, 2020",Chippewa Falls,Wisconsin,running,5km,https://runsignup.com/Race/WI/ChippewaFalls/JourneyonJannaFoundation5K?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"The Journey on Janna Foundation works to inspire, empower, and provide hope to those affected by anxiety and depression. Journey on Janna also helps with unmet needs of those in the community as well as organizes community events.",,,
JRs Pups N Stuff Mutt Strut,"May 16, 2020",Waukesha,Wisconsin,running,5km,http://www.jrspupsmuttstrut.org/register,,This event was brought about because of the desire we have to stay connected to our dogs and the community. This event allow us to be able to see our JR’s alumni; their siblings and families together. ,,,
JRs Pups N Stuff Mutt Strut,"May 16, 2020",Waukesha,Wisconsin,running,2m,http://www.jrspupsmuttstrut.org/register,,This event was brought about because of the desire we have to stay connected to our dogs and the community. This event allow us to be able to see our JR’s alumni; their siblings and families together. ,,,
Juda Hill Climb 5K - 5K,"May 16, 2020",Juda,Wisconsin,running,5km,https://runsignup.com/Race/WI/Juda/JudaHllClimb?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,ANNUAL 5K RUN BENEFITING THE JUDA SPANISH CLUB ,,,
Juda Hill Climb 5K - 2K,"May 16, 2020",Juda,Wisconsin,running,2km,https://runsignup.com/Race/WI/Juda/JudaHllClimb?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,ANNUAL 5K RUN BENEFITING THE JUDA SPANISH CLUB ,,,
,,,Wisconsin,running,,,,,,,
Big Run,"Jun 3, 2020",Madison,Wisconsin,running,5km,https://runsignup.com/Race/WI/Madison/TheBigRunMadison,info@fleetfeet.com,"In 2020, The Big Run is back and bigger than ever. On June 3, Fleet Feet locations nationwide, in partnership with Brooks and Nuun, will hold one of two 5K events: either a (super) fun run or a certified, timed 5K race.  (The Madison Big Run Is a non-timed fun run).",Switched to Virtual,"June 24, 2020",
Big Run 5K,"Jun 3, 2020",Kaukauna,Wisconsin,running,5km,https://runsignup.com/Race/WI/Kaukauna/thebigrunfoxvalley,,"Race begins in the small parking lot just south of Dodge St and runs South on the Konkapot Creek Trail to CE, turns East on CE and then returns North on Hillcrest Dr. Route At Dodge St, route turns West and finishes just south of Hydro Park.",Ongoing,,Contact Form
Harborview 8K,"Jun 5, 2020",Port Washington,Wisconsin,running,8km,https://harborview8k.com/,raceday@racedayeventsllc.com,Welcome to the 4th annual Harborview 8k. You'll get to experience sunset views as you run next to Lake Michigan and through the Port Washington Harbor. The unique distance of an 8k race (4.97 miles) is a new and exciting distance to tackle!,Cancelled,,
Hometown Hustle 5K Twilight Run,"Aug 21, 2020",Verona,Wisconsin,running,5km,https://veronahometowndays.com/,info@veronawi.com,A Celebration of Community Welcome to Our Hometown!,Cancelled,,
Aruna Run For Her - Janesville,"Jun 6, 2020",Janesville,Wisconsin,running,5km,https://raceroster.com/events/2020/29654/janesville-aruna-run-2020,sprudhomme@arunaproject.com,"When you run or walk in an Aruna Race, you run for a specific enslaved woman by name. You run for her freedom.",Switched to Virtual,,
Blue Mound Trail Run,"Jun 6, 2020",Blue Mounds,Wisconsin,running,18km,https://www.wisconsintrailruns.com/registration,wmvanharen@outlook.com,"Proceeds benefit the Friends of Blue Mound State Park. The Friends support many projects in the   park including trail building and maintenance , landscaping, new playground equipment, educational programs and invasive plant control.",Cancelled,,
Booster Shot,"Jun 6, 2020",Baldwin,Wisconsin,running,5km,https://runsignup.com/Race/WI/Baldwin/BoosterShot,scott.sekelsky@wwhealth.org,"We are excited to announce our new Booster Shot Virtual run, which will take the place of the traditional Booster Run in 2020.  The Virtual Race will be June 5-7 and is open to everyone!",Switched to Virtual,,
City of Trails Run - Half Marathon,"Jun 6, 2020",St. Croix Falls,Wisconsin,running,13.1mi,https://www.cityoftrailsrace.com/,info@cityoftrailsrace.com,"St. Croix Falls is the “City of Trails” for good reason. Miles of city-limit trails wind through this ancient, glaciated valley via the Ice Age National Scenic Trail segments and alongside the St. Croix National Scenic Riverway. Take the opportunity to celebrate Wisconsin’s State trail celebration day, health, wellness, and physical activity with FIVE great running/hiking events on trails. There’s an enjoyable racing experience for any level or runner or trail enthusiast!",Cancelled,,
City of Trails Run - Marathon,"Jun 6, 2020",St. Croix Falls,Wisconsin,running,26.2mi,https://www.cityoftrailsrace.com/,info@cityoftrailsrace.com,"St. Croix Falls is the “City of Trails” for good reason. Miles of city-limit trails wind through this ancient, glaciated valley via the Ice Age National Scenic Trail segments and alongside the St. Croix National Scenic Riverway. Take the opportunity to celebrate Wisconsin’s State trail celebration day, health, wellness, and physical activity with FIVE great running/hiking events on trails. There’s an enjoyable racing experience for any level or runner or trail enthusiast!",Cancelled,,
City of Trails Run - 10K,"Jun 6, 2020",St. Croix Falls,Wisconsin,running,10km,https://www.cityoftrailsrace.com/,info@cityoftrailsrace.com,"St. Croix Falls is the “City of Trails” for good reason. Miles of city-limit trails wind through this ancient, glaciated valley via the Ice Age National Scenic Trail segments and alongside the St. Croix National Scenic Riverway. Take the opportunity to celebrate Wisconsin’s State trail celebration day, health, wellness, and physical activity with FIVE great running/hiking events on trails. There’s an enjoyable racing experience for any level or runner or trail enthusiast!",Cancelled,,
City of Trails Run - 5K,"Jun 6, 2020",St. Croix Falls,Wisconsin,running,5km,https://www.cityoftrailsrace.com/,info@cityoftrailsrace.com,"St. Croix Falls is the “City of Trails” for good reason. Miles of city-limit trails wind through this ancient, glaciated valley via the Ice Age National Scenic Trail segments and alongside the St. Croix National Scenic Riverway. Take the opportunity to celebrate Wisconsin’s State trail celebration day, health, wellness, and physical activity with FIVE great running/hiking events on trails. There’s an enjoyable racing experience for any level or runner or trail enthusiast!",Cancelled,,
Dairy Days Dash,"Jun 6, 2020",Luxemburg,Wisconsin,running,5km,http://luxemburgchamber.com/dash.html,jdax@centurytel.net,,Cancelled,,
Divine Savior Healthcare Run/Walk - 10K,"Jun 6, 2020",Portage,Wisconsin,running,10km,https://dev.portagewi.com/events/details/canceled-divine-savior-healthcare-run-walk-26839?calendarMonth=2020-06-01,pacc@portagewi.com,"Runners will start and stop near Tivoli, our residential facility at 2805 Hunters Trail in Portage, and follow a course that includes Hamilton Street, East Albert Street and Agency House Road. The 10K course will take runners out along the canal to the historic Indian Agency House and back.",Cancelled,,
Divine Savior Healthcare Run/Walk - 5K,"Jun 6, 2020",Portage,Wisconsin,running,5km,https://dev.portagewi.com/events/details/canceled-divine-savior-healthcare-run-walk-26839?calendarMonth=2020-06-01,pacc@portagewi.com,"Runners will start and stop near Tivoli, our residential facility at 2805 Hunters Trail in Portage, and follow a course that includes Hamilton Street, East Albert Street and Agency House Road. The 10K course will take runners out along the canal to the historic Indian Agency House and back.",Cancelled,,
Girls on the Run 5K,"Jun 6, 2020",Madison,Wisconsin,running,5km,https://www.girlsontherunscwi.org/5K,INFO@GIRLSONTHERUNSCWI.ORG,"Complete a 5K (3.1 miles) or another distance of your choosing in your neighborhood, on a treadmill, or somewhere you feel safe. Don't worry about how fast or how far you go, as we teach our girls, it is all about finding your happy pace and to keep moving forward!",Switched to Virtual,,
Haley's Comet Run - 10K,"Jun 1, 2020",Cameron,Wisconsin,running,10km,http://www.haleyscometrun.com/,support@haleyscometrun.com,"Sign up today to give yourself incentive to run in the days ahead! Post your picture June 1st - 5th, 2020, tagging Haley's Comet on Facebook with #HaleysCometRun2020 to receive your runner's  award!",Switched to Virtual,,"Rescheduled from June 6 to  June 1 - 5, 2020"
Haley's Comet Run - 5K,"Jun 1, 2020",Cameron,Wisconsin,running,5km,http://www.haleyscometrun.com/,support@haleyscometrun.com,"Sign up today to give yourself incentive to run in the days ahead! Post your picture June 1st - 5th, 2020, tagging Haley's Comet on Facebook with #HaleysCometRun2020 to receive your runner's  award!",Switched to Virtual,,"Rescheduled from June 6 to  June 1 - 5, 2020"
Hop Trot 5K,"Aug 1, 2020",Racine,Wisconsin,running,5km,https://5kevents.raceentry.com/hop-trot-5k/race-information,Supporstaff@5Kevents.org,"Join us  for your choice of a 5K or a leisurely walk - ""Hop Trot 5K"" taking place on August 1, 2020 at Little Port Brewery and  Hop to it, Brewing and Wine-Making (DP Wigley)",Postponed,,"Rescheduled from June 6 to August 1, 2020"
Sheboygan Public Education Foundation Diploma Dash,"Jun 6, 2020",Sheboygan,Wisconsin,running,5km,https://www.sheboyganschools.org/diploma-dash-2,S_P_E_F@yahoo.com,,Cancelled,,
Wine Run 5K Armstrong Winery,"Jun 6, 2020",Campbellsport,Wisconsin,running,5km,https://winerun5k.com/events/armstrong-winery-run-5k/,info@winerun5k.com,Love Wine?  Enjoy running or walking? This race is for you! Join us for an exciting event that features the sweet mix of Grapes and Apples provided by the unique Armstrong Orchard and Winery!,Switched to Virtual,,
Wisconsin Brewery Running Series - Shahale Ale Works,"Jun 6, 2020",Grafton,Wisconsin,running,5km,https://www.eventbrite.com/e/beer-run-sahale-part-of-the-2020-wisconsin-brewery-running-series-registration-85587300921,sarah.lockwood@breweryrunningseries.com,"We are the Wisconsin Brewery Running Series and we run for beer! Join us at Sahale Ale Works on Saturday, June 6 at 11 AM for a 5k-ish course that starts and ends at this New brewery in Grafton WI. Weave through the surrounding area at whatever pace you like, no matter what there’s a beer waiting for you at the finish line!",Ongoing,,
Yellow Brick Road 5K,"Oct 3, 2020",Oconomowoc,Wisconsin,running,5km,https://runsignup.com/Race/Info/WI/Oconomowoc/YellowBrickRoad5K,info@silvercirclesportsevents.com,Oconomowoc held the premier of the Yellow Brick Road in 1939.  Join the Oconomowoc Chamber of Commerce for the Yellow Brick Road 5K benefiting the Chamber's vision of being the proactive voice and resource for business in a thriving local economy.,Postponed,,"Rescheduled from June 6 to October 3, 2020"
Coureurs de Bois Trail Run and Relay - 4M,"Sep 6, 2020",Kenosha,Wisconsin,running,4mi,http://www.xcthrillogy.com/coureurs-de-bois-trail-run---relay---9-6.html,briant@kenosharunningcompany.com,"The Coureurs de Bois Trail Run and Relay (which means to run in the woods), is a celebration of the start of summer. Taking place in Petrifying Springs Park, in Kenosha, this trail event is perfect for all fitness levels. The event distances of 4, 8, 12, or 16 miles individual events or a 16 mile 2-person relay will fit all athletes, from those who soldiered through winter training to those who snuggled in and waited winter out.",Postponed,,"Rescheduled from June 7 to September 6, 2020"
Coureurs de Bois Trail Run and Relay - 8M,"Sep 6, 2020",Kenosha,Wisconsin,running,8mi,http://www.xcthrillogy.com/coureurs-de-bois-trail-run---relay---9-6.html,briant@kenosharunningcompany.com,"The Coureurs de Bois Trail Run and Relay (which means to run in the woods), is a celebration of the start of summer. Taking place in Petrifying Springs Park, in Kenosha, this trail event is perfect for all fitness levels. The event distances of 4, 8, 12, or 16 miles individual events or a 16 mile 2-person relay will fit all athletes, from those who soldiered through winter training to those who snuggled in and waited winter out.",Postponed,,"Rescheduled from June 7 to September 6, 2020"
Coureurs de Bois Trail Run and Relay - 12M,"Sep 6, 2020",Kenosha,Wisconsin,running,12mi,http://www.xcthrillogy.com/coureurs-de-bois-trail-run---relay---9-6.html,briant@kenosharunningcompany.com,"The Coureurs de Bois Trail Run and Relay (which means to run in the woods), is a celebration of the start of summer. Taking place in Petrifying Springs Park, in Kenosha, this trail event is perfect for all fitness levels. The event distances of 4, 8, 12, or 16 miles individual events or a 16 mile 2-person relay will fit all athletes, from those who soldiered through winter training to those who snuggled in and waited winter out.",Postponed,,"Rescheduled from June 7 to September 6, 2020"
Coureurs de Bois Trail Run and Relay - 16M,"Sep 6, 2020",Kenosha,Wisconsin,running,16mi,http://www.xcthrillogy.com/coureurs-de-bois-trail-run---relay---9-6.html,briant@kenosharunningcompany.com,"The Coureurs de Bois Trail Run and Relay (which means to run in the woods), is a celebration of the start of summer. Taking place in Petrifying Springs Park, in Kenosha, this trail event is perfect for all fitness levels. The event distances of 4, 8, 12, or 16 miles individual events or a 16 mile 2-person relay will fit all athletes, from those who soldiered through winter training to those who snuggled in and waited winter out.",Postponed,,"Rescheduled from June 7 to September 6, 2020"
Lake Geneva Wine Run 5K,"Jun 7, 2020",Lake Geneva,Wisconsin,running,5km,https://winerun5k.com/events/lake-geneva-wine-run-5k/,info@winerun5k.com,"Love Wine?  Enjoy running or walking? This race is for you! Join us for an exciting event that features the excellent scenery and wine at Studio Winery in Lake Geneva!  With registration options for all wine lovers and runners, this race is a sure thing for a great time!",Cancelled,,
Ring The Bell 10K/5K,"Jun 7, 2020",Hartland,Wisconsin,running,10km,https://runsignup.com/Race/WI/Hartland/HOHRun2020,colebraun@honorourheroes.net,A Race to Support and Honor Law Enforcement.  5k and 10k distances are available and all runners are chip timed.,Ongoing,,
Ring The Bell 10K/5K,"Jun 7, 2020",Hartland,Wisconsin,running,5km,https://runsignup.com/Race/WI/Hartland/HOHRun2020,colebraun@honorourheroes.net,A Race to Support and Honor Law Enforcement.  5k and 10k distances are available and all runners are chip timed.,Ongoing,,
Strain for the Brain,"Jun 7, 2020",Milwaukee,Wisconsin,running,5km,https://runsignup.com/Race/WI/Milwaukee/STRAINFORTHEBRAIN,strainforthebrain@gmail.com,"Thank you for your involvement in the STRAIN FOR THE BRAIN’S 5K Run/Walk (with a 1 mile walk option), and your continued dedication to our collective mission. In light of CDC guidelines, we will not be hosting our Run/Walk in person. Instead we’re excited to host a STRAIN FOR THE BRAIN Virtual Run/Walk experience on Sunday, June 7th, 2020 to give our whole community a safe way to come together and honor our patients and caregivers while we continue to raise funds for cures, and better treatments in the meantime.",Switched to Virtual,,
Beer Garden 5K - Froemming Park,"Jun 11, 2020",Franklin,Wisconsin,running,5km,https://runsignup.com/Race/Info/WI/Franklin/BeerGarden5KFroemmingPark,info@silvercirclesportsevents.com,"Join Silver Circle Sports Events & Milwaukee County Parks for live music, beer and food trucks. In between....a 5K run/walk or walk.  Everyone gets a free pint of Sprecher Beer or Sprecher Root Beer at the finish!",Postponed,,Date is TBD
Canoe Fest Road Run,"Jun 12, 2020",Darlington,Wisconsin,running,5mi,http://www.darlingtoncanoefest.com/Road_Run.html,,Hosted annually on the Friday night of the Darlington Canoe Festival at 6:30 p.m,Ongoing,,
Baraboo Wine Run 5K,"Jun 13, 2020",Baraboo,Wisconsin,running,5km,https://runsignup.com/Race/IL/YourTown/TheWineRunVirtual,info@winerun5k.com,"Now is a better time than ever to stay active, stay connected with others via social media, support local charities, and of course... enjoying a nice glass of wine! The Wine Run 5k is all about combining our 2 favorite things:   Running (or Walking) and Wine!  Unfortunately we can't congregate in groups currently, but we can still come together as a virtual community and enjoy fun, fitness, charity, social sharing, and wine!",Switched to Virtual,,"Rescheduled from June 13 to June 20 - July 30, 2020"
Bellin Run,"Jun 6, 2020",Green Bay,Wisconsin,running,10km,https://runsignup.com/Race/Info/WI/GreenBay/Bellin,BellinRun@bellin.org,"The Bellin Run, a 10K (6.2-mile) run/walk event held annually in Green Bay Wisconsin on the second Saturday in June, is one of the region’s premier sporting events and has grown to be one of the largest 10K races in the nation.",Switched to Virtual,,"Rescheduled from June 13  to June 6-21, 2020"
Big Foot Trail Run,"Jun 13, 2020",Lake Geneva,Wisconsin,running,10kmm,https://ramraces.enmotive.com/events/register/2020-big-foot-triathlon-amp-trail-run?_ga=2.54671150.48995451.1592995963-1429860327.1592995963,,,Cancelled,,Contact Form
